gene,furthest_stage,pu_role
CYBRD1,,unlabeled
CYC1,,unlabeled
CYCS,,unlabeled
CYFIP1,,unlabeled
CYFIP2,,unlabeled
CYGB,,unlabeled
ZFTRAF1,,unlabeled
CYLC1,,unlabeled
CYLC2,,unlabeled
CYLD,,unlabeled
CYP11A1,,unlabeled
CYP11B1,,unlabeled
CYP11B2,,unlabeled
CYP17A1,,unlabeled
CYP19A1,Unknown,unlabeled
CYP1A1,,unlabeled
CYP1A2,,unlabeled
CYP1B1,,unlabeled
CYP20A1,,unlabeled
CYP21A2,,unlabeled
CYP24A1,,unlabeled
CYP26A1,Phase 2,trial_heldout
CYP26B1,,unlabeled
CYP26C1,,unlabeled
CYP27A1,,unlabeled
CYP27B1,,unlabeled
CYP27C1,,unlabeled
CYP2A13,,unlabeled
CYP2A6,,unlabeled
CYP2A7,,unlabeled
CYP2B6,,unlabeled
CYP2C18,,unlabeled
CYP2C19,,unlabeled
CYP2C8,,unlabeled
CYP2C9,,unlabeled
CYP2D6,,unlabeled
CYP2D7,,unlabeled
CYP2E1,,unlabeled
CYP2F1,,unlabeled
CYP2J2,,unlabeled
CYP2R1,,unlabeled
CYP2S1,,unlabeled
CYP2U1,,unlabeled
CYP2W1,,unlabeled
CYP39A1,,unlabeled
CYP3A4,Phase 2,trial_heldout
CYP3A43,Phase 2,trial_heldout
CYP3A5,Phase 2,trial_heldout
CYP3A7,Phase 2,trial_heldout
CYP3A7-CYP3A51P,,unlabeled
CYP46A1,,unlabeled
CYP4A11,,unlabeled
CYP4A22,,unlabeled
CYP4B1,,unlabeled
CYP4F11,,unlabeled
CYP4F12,,unlabeled
CYP4F2,,unlabeled
CYP4F22,,unlabeled
CYP4F3,,unlabeled
CYP4F8,,unlabeled
CYP4V2,,unlabeled
CYP4X1,,unlabeled
CYP4Z1,,unlabeled
CYP51A1,,unlabeled
CYP7A1,,unlabeled
CYP7B1,,unlabeled
CYP8B1,,unlabeled
CYREN,,unlabeled
CYRIA,,unlabeled
CYRIB,,unlabeled
CYS1,,unlabeled
CYSLTR1,Approved,P
CYSLTR2,,unlabeled
CYSRT1,,unlabeled
CYSTM1,,unlabeled
CYTH1,,unlabeled
CYTH2,,unlabeled
CYTH3,,unlabeled
CYTH4,,unlabeled
CYTIP,,unlabeled
CYTL1,,unlabeled
CYYR1,,unlabeled
CZIB,,unlabeled
D2HGDH,,unlabeled
DAAM1,,unlabeled
DAAM2,,unlabeled
DAB1,,unlabeled
DAB2,,unlabeled
DAB2IP,,unlabeled
DACH1,,unlabeled
DACH2,,unlabeled
DACT1,,unlabeled
DACT2,,unlabeled
DACT3,,unlabeled
DAD1,,unlabeled
DAG1,,unlabeled
DAGLA,,unlabeled
DAGLB,,unlabeled
DALRD3,,unlabeled
DAND5,,unlabeled
DAO,,unlabeled
DAOA,,unlabeled
DAP,,unlabeled
DAP3,,unlabeled
DAPK1,,unlabeled
DAPK2,,unlabeled
DAPK3,,unlabeled
DAPL1,,unlabeled
DAPP1,,unlabeled
DARS1,,unlabeled
DARS2,,unlabeled
DAW1,,unlabeled
DAXX,,unlabeled
DAZ1,,unlabeled
DAZ2,,unlabeled
DAZ3,,unlabeled
DAZ4,,unlabeled
DAZAP1,,unlabeled
DAZAP2,,unlabeled
DAZL,,unlabeled
DBF4,,unlabeled
DBF4B,,unlabeled
DBH,,unlabeled
DBI,,unlabeled
DBN1,,unlabeled
DBNDD1,,unlabeled
DBNDD2,,unlabeled
DBNL,,unlabeled
DBP,,unlabeled
DBR1,,unlabeled
DBT,,unlabeled
DBX1,,unlabeled
DBX2,,unlabeled
DCAF1,,unlabeled
DCAF10,,unlabeled
DCAF11,,unlabeled
DCAF12,,unlabeled
DCAF12L1,,unlabeled
DCAF12L2,,unlabeled
DCAF13,,unlabeled
DCAF15,,unlabeled
DCAF16,,unlabeled
DCAF17,,unlabeled
DCAF4,,unlabeled
DCAF4L1,,unlabeled
DCAF4L2,,unlabeled
DCAF5,,unlabeled
DCAF6,,unlabeled
DCAF7,,unlabeled
DCAF8,,unlabeled
DCAF8L1,,unlabeled
DCAF8L2,,unlabeled
DCAKD,,unlabeled
DCANP1,,unlabeled
DCBLD1,,unlabeled
DCBLD2,,unlabeled
DCC,,unlabeled
DCD,,unlabeled
DCDC1,,unlabeled
DCDC2,,unlabeled
DCDC2B,,unlabeled
DCDC2C,,unlabeled
DCHS1,,unlabeled
DCHS2,,unlabeled
DCK,,unlabeled
DCLK1,,unlabeled
DCLK2,,unlabeled
DCLK3,,unlabeled
DCLRE1A,,unlabeled
DCLRE1B,,unlabeled
DCLRE1C,,unlabeled
DCN,,unlabeled
DCP1A,,unlabeled
DCP1B,,unlabeled
DCP2,,unlabeled
DCPS,,unlabeled
DCST1,,unlabeled
DCST2,,unlabeled
DCSTAMP,,unlabeled
DCT,,unlabeled
DCTD,,unlabeled
DCTN1,,unlabeled
DCTN2,,unlabeled
DCTN3,,unlabeled
DCTN4,,unlabeled
DCTN5,,unlabeled
DCTN6,,unlabeled
DCTPP1,,unlabeled
DCUN1D1,,unlabeled
DCUN1D2,,unlabeled
DCUN1D3,,unlabeled
DCUN1D4,,unlabeled
DCUN1D5,,unlabeled
DCX,,unlabeled
DCXR,,unlabeled
DDA1,,unlabeled
DDAH1,,unlabeled
DDAH2,,unlabeled
DDB1,Approved,P
DDB2,,unlabeled
DDC,Phase 2,trial_heldout
DDHD1,,unlabeled
DDHD2,,unlabeled
DDI1,,unlabeled
DDI2,,unlabeled
DDIAS,,unlabeled
DDIT3,,unlabeled
DDIT4,,unlabeled
DDIT4L,,unlabeled
DDN,,unlabeled
DDO,,unlabeled
DDOST,,unlabeled
DDR1,,unlabeled
DDR2,Phase 2,trial_heldout
DDRGK1,,unlabeled
DDT,,unlabeled
DDTL,,unlabeled
DDX1,,unlabeled
DDX10,,unlabeled
DDX11,,unlabeled
DDX17,,unlabeled
DDX18,,unlabeled
DDX19A,,unlabeled
DDX19B,,unlabeled
DDX20,,unlabeled
DDX21,,unlabeled
DDX23,,unlabeled
DDX24,,unlabeled
DDX25,,unlabeled
DDX27,,unlabeled
DDX28,,unlabeled
DDX31,,unlabeled
DDX39A,,unlabeled
DDX39B,,unlabeled
DDX3X,,unlabeled
DDX3Y,,unlabeled
DDX4,,unlabeled
DDX41,,unlabeled
DDX42,,unlabeled
DDX43,,unlabeled
DDX46,,unlabeled
DDX47,,unlabeled
DDX49,,unlabeled
DDX5,,unlabeled
DDX50,,unlabeled
DDX51,,unlabeled
DDX52,,unlabeled
DDX53,,unlabeled
DDX54,,unlabeled
DDX55,,unlabeled
DDX56,,unlabeled
RIGI,,unlabeled
DDX59,,unlabeled
DDX6,,unlabeled
DDX60,,unlabeled
DDX60L,,unlabeled
DEAF1,,unlabeled
DECR1,,unlabeled
DECR2,,unlabeled
DEDD,,unlabeled
DEDD2,,unlabeled
DEF6,,unlabeled
DEF8,,unlabeled
DEFA3,,unlabeled
DEFA4,,unlabeled
DEFA5,,unlabeled
DEFA6,,unlabeled
DEFB1,,unlabeled
DEFB104A,,unlabeled
DEFB104B,,unlabeled
DEFB105A,,unlabeled
DEFB106A,,unlabeled
DEFB106B,,unlabeled
DEFB107A,,unlabeled
DEFB107B,,unlabeled
DEFB108B,,unlabeled
DEFB110,,unlabeled
DEFB112,,unlabeled
DEFB113,,unlabeled
DEFB114,,unlabeled
DEFB115,,unlabeled
DEFB116,,unlabeled
DEFB118,,unlabeled
DEFB119,,unlabeled
DEFB121,,unlabeled
DEFB123,,unlabeled
DEFB124,,unlabeled
DEFB125,,unlabeled
DEFB126,,unlabeled
DEFB127,,unlabeled
DEFB128,,unlabeled
DEFB129,,unlabeled
DEFB131A,,unlabeled
DEFB131B,,unlabeled
DEFB132,,unlabeled
DEFB134,,unlabeled
DEFB135,,unlabeled
DEFB136,,unlabeled
DEFB4A,,unlabeled
DEFB4B,,unlabeled
DEGS1,,unlabeled
DEGS2,,unlabeled
DEK,,unlabeled
DELE1,,unlabeled
DENND10,,unlabeled
DENND11,,unlabeled
DENND1A,,unlabeled
DENND1B,,unlabeled
DENND1C,,unlabeled
DENND2A,,unlabeled
DENND2B,,unlabeled
DENND2C,,unlabeled
DENND2D,,unlabeled
DENND3,,unlabeled
DENND4A,,unlabeled
DENND4B,,unlabeled
DENND4C,,unlabeled
DENND5A,,unlabeled
DENND5B,,unlabeled
DENND6A,,unlabeled
DENND6B,,unlabeled
DENR,,unlabeled
DEPDC1,,unlabeled
DEPDC1B,,unlabeled
DEPDC4,,unlabeled
DEPDC5,,unlabeled
DEPDC7,,unlabeled
DEPP1,,unlabeled
DEPTOR,,unlabeled
DERA,,unlabeled
DERL1,,unlabeled
DERL2,,unlabeled
DERL3,,unlabeled
DERPC,,unlabeled
DES,,unlabeled
DESI1,,unlabeled
DESI2,,unlabeled
DET1,,unlabeled
DEUP1,,unlabeled
DEXI,,unlabeled
DFFA,,unlabeled
DFFB,,unlabeled
DGAT1,,unlabeled
DGAT2,,unlabeled
DGAT2L6,,unlabeled
DGCR2,,unlabeled
DGCR6L,,unlabeled
DGCR8,,unlabeled
DGKA,,unlabeled
DGKB,,unlabeled
DGKD,,unlabeled
DGKE,,unlabeled
DGKG,,unlabeled
DGKH,,unlabeled
DGKI,,unlabeled
DGKK,,unlabeled
DGKQ,,unlabeled
DGKZ,,unlabeled
DGLUCY,,unlabeled
DGUOK,,unlabeled
DHCR24,,unlabeled
DHCR7,,unlabeled
DHDDS,,unlabeled
DHDH,,unlabeled
DHFR,Approved,P
DHFR2,,unlabeled
DHH,,unlabeled
DHODH,Approved,P
DHPS,,unlabeled
DHRS1,,unlabeled
DHRS11,,unlabeled
DHRS12,,unlabeled
DHRS13,,unlabeled
DHRS2,,unlabeled
DHRS3,,unlabeled
DHRS4,,unlabeled
DHRS4L2,,unlabeled
DHRS7,,unlabeled
DHRS7B,,unlabeled
DHRS7C,,unlabeled
DHRS9,,unlabeled
DHRSX,,unlabeled
DHTKD1,,unlabeled
DHX15,,unlabeled
DHX16,,unlabeled
DHX29,,unlabeled
DHX30,,unlabeled
DHX32,,unlabeled
DHX33,,unlabeled
DHX34,,unlabeled
DHX35,,unlabeled
DHX36,,unlabeled
DHX37,,unlabeled
DHX38,,unlabeled
DHX40,,unlabeled
DHX57,,unlabeled
DHX58,,unlabeled
DHX8,,unlabeled
DHX9,,unlabeled
DIABLO,,unlabeled
DIAPH1,,unlabeled
DIAPH2,,unlabeled
DIAPH3,,unlabeled
DICER1,,unlabeled
DIDO1,,unlabeled
DIMT1,,unlabeled
DIO1,Phase 3,trial_heldout
DIO2,,unlabeled
DIO3,,unlabeled
DIP2A,,unlabeled
DIP2B,,unlabeled
DIP2C,,unlabeled
DIPK1A,,unlabeled
DIPK1B,,unlabeled
DIPK1C,,unlabeled
DIPK2A,,unlabeled
DIPK2B,,unlabeled
DIRAS1,,unlabeled
DIRAS2,,unlabeled
DIRAS3,,unlabeled
DIS3,,unlabeled
DIS3L,,unlabeled
DIS3L2,,unlabeled
DISC1,,unlabeled
DISP1,,unlabeled
DISP2,,unlabeled
DISP3,,unlabeled
DIXDC1,,unlabeled
DKC1,,unlabeled
DKK1,Phase 2,trial_heldout
DKK2,,unlabeled
DKK3,,unlabeled
DKK4,,unlabeled
DKKL1,,unlabeled
DLAT,,unlabeled
DLC1,,unlabeled
DLD,,unlabeled
DLEC1,,unlabeled
DLEU7,,unlabeled
DLG1,,unlabeled
DLG2,,unlabeled
DLG3,,unlabeled
DLG4,,unlabeled
DLG5,,unlabeled
DLGAP1,,unlabeled
DLGAP2,,unlabeled
DLGAP3,,unlabeled
DLGAP4,,unlabeled
DLGAP5,,unlabeled
DLK1,,unlabeled
DLK2,,unlabeled
DLL1,,unlabeled
DLL3,,unlabeled
DLL4,,unlabeled
DLST,,unlabeled
DLX1,,unlabeled
DLX2,,unlabeled
DLX3,,unlabeled
DLX4,,unlabeled
DLX5,,unlabeled
DLX6,,unlabeled
DMAC1,,unlabeled
DMAC2,,unlabeled
DMAC2L,,unlabeled
DMAP1,,unlabeled
DMBT1,,unlabeled
DMBX1,,unlabeled
DMC1,,unlabeled
DMD,,unlabeled
DMGDH,,unlabeled
DMKN,,unlabeled
DMP1,,unlabeled
DMPK,,unlabeled
DMRT1,,unlabeled
DMRT2,,unlabeled
DMRT3,,unlabeled
DMRTA1,,unlabeled
DMRTA2,,unlabeled
DMRTB1,,unlabeled
DMRTC1,,unlabeled
DMRTC2,,unlabeled
DMTF1,,unlabeled
DMTN,,unlabeled
DMWD,,unlabeled
DMXL1,,unlabeled
DMXL2,,unlabeled
DNA2,,unlabeled
DNAAF1,,unlabeled
DNAAF10,,unlabeled
DNAAF11,,unlabeled
DNAAF2,,unlabeled
DNAAF3,,unlabeled
DNAAF4,,unlabeled
DNAAF5,,unlabeled
DNAAF6,,unlabeled
DNAAF8,,unlabeled
DNAAF9,,unlabeled
DNAH1,,unlabeled
DNAH10,,unlabeled
DNAH11,,unlabeled
DNAH12,,unlabeled
DNAH14,,unlabeled
DNAH17,,unlabeled
DNAH2,,unlabeled
DNAH3,,unlabeled
DNAH5,,unlabeled
DNAH6,,unlabeled
DNAH7,,unlabeled
DNAH8,,unlabeled
DNAH9,,unlabeled
DNAI1,,unlabeled
DNAI2,,unlabeled
DNAI3,,unlabeled
DNAI4,,unlabeled
DNAI7,,unlabeled
DNAJA1,,unlabeled
DNAJA2,,unlabeled
DNAJA3,,unlabeled
DNAJA4,,unlabeled
DNAJB1,,unlabeled
DNAJB11,,unlabeled
DNAJB12,,unlabeled
DNAJB13,,unlabeled
DNAJB14,,unlabeled
DNAJB2,,unlabeled
DNAJB4,,unlabeled
DNAJB5,,unlabeled
DNAJB6,,unlabeled
DNAJB7,,unlabeled
DNAJB8,,unlabeled
DNAJB9,,unlabeled
DNAJC1,,unlabeled
DNAJC10,,unlabeled
DNAJC11,,unlabeled
DNAJC12,,unlabeled
DNAJC13,,unlabeled
DNAJC14,,unlabeled
DNAJC15,,unlabeled
DNAJC16,,unlabeled
DNAJC17,,unlabeled
DNAJC18,,unlabeled
DNAJC19,,unlabeled
DNAJC2,,unlabeled
DNAJC21,,unlabeled
DNAJC22,,unlabeled
DNAJC24,,unlabeled
DNAJC25,,unlabeled
DNAJC25-GNG10,,unlabeled
DNAJC27,,unlabeled
DNAJC28,,unlabeled
DNAJC3,,unlabeled
DNAJC30,,unlabeled
DNAJC4,,unlabeled
DNAJC5,,unlabeled
DNAJC5B,,unlabeled
DNAJC5G,,unlabeled
DNAJC6,,unlabeled
DNAJC7,,unlabeled
DNAJC8,,unlabeled
DNAJC9,,unlabeled
DNAL1,,unlabeled
DNAL4,,unlabeled
DNALI1,,unlabeled
DNASE1,,unlabeled
DNASE1L1,,unlabeled
DNASE1L2,,unlabeled
DNASE1L3,,unlabeled
DNASE2,,unlabeled
DNASE2B,,unlabeled
DND1,,unlabeled
DNER,,unlabeled
DNHD1,,unlabeled
DNLZ,,unlabeled
DNM1,,unlabeled
DNM1L,,unlabeled
DNM2,,unlabeled
DNM3,,unlabeled
DNMBP,,unlabeled
DNMT1,Approved,P
DNMT3A,Approved,P
DNMT3B,,unlabeled
DNMT3L,,unlabeled
DNPEP,Phase 2,trial_heldout
DNPH1,,unlabeled
DNTT,,unlabeled
DNTTIP1,,unlabeled
DNTTIP2,,unlabeled
DOC2A,,unlabeled
DOC2B,,unlabeled
DOCK1,,unlabeled
DOCK10,,unlabeled
DOCK11,,unlabeled
DOCK2,,unlabeled
DOCK3,,unlabeled
DOCK4,,unlabeled
DOCK5,,unlabeled
DOCK6,,unlabeled
DOCK7,,unlabeled
DOCK8,,unlabeled
DOCK9,,unlabeled
DOHH,,unlabeled
DOK1,,unlabeled
DOK2,,unlabeled
DOK3,,unlabeled
DOK4,,unlabeled
DOK5,,unlabeled
DOK6,,unlabeled
DOK7,,unlabeled
DOLK,,unlabeled
DOLPP1,,unlabeled
DONSON,,unlabeled
DOP1A,,unlabeled
DOP1B,,unlabeled
DOT1L,,unlabeled
DPAGT1,,unlabeled
DPCD,,unlabeled
DPEP1,,unlabeled
DPEP2,,unlabeled
DPEP2NB,,unlabeled
DPEP3,,unlabeled
DPF1,,unlabeled
DPF2,,unlabeled
DPF3,,unlabeled
DPH1,,unlabeled
DPH2,,unlabeled
DPH3,,unlabeled
DPH5,,unlabeled
DPH6,,unlabeled
DPH7,,unlabeled
DPM1,,unlabeled
DPM2,,unlabeled
DPM3,,unlabeled
DPP10,,unlabeled
DPP3,,unlabeled
DPP4,Phase 3,trial_heldout
DPP6,,unlabeled
DPP7,,unlabeled
DPP8,,unlabeled
DPP9,,unlabeled
DPPA2,,unlabeled
DPPA3,,unlabeled
DPPA4,,unlabeled
DPPA5,,unlabeled
DPRX,,unlabeled
DPT,,unlabeled
DPY19L1,,unlabeled
DPY19L2,,unlabeled
DPY19L3,,unlabeled
DPY19L4,,unlabeled
DPY30,,unlabeled
DPYD,,unlabeled
DPYS,,unlabeled
DPYSL2,,unlabeled
DPYSL3,,unlabeled
DPYSL4,,unlabeled
DPYSL5,,unlabeled
DQX1,,unlabeled
DR1,,unlabeled
DRAM1,,unlabeled
DRAM2,,unlabeled
DRAP1,,unlabeled
DRAXIN,,unlabeled
DRC1,,unlabeled
DRC3,,unlabeled
DRC7,,unlabeled
DRD1,,unlabeled
DRD2,Approved,P
DRD3,Phase 2,trial_heldout
DRD4,Phase 2,trial_heldout
DRD5,,unlabeled
DRG1,,unlabeled
DRG2,,unlabeled
DRGX,,unlabeled
DRICH1,,unlabeled
DROSHA,,unlabeled
DRP2,,unlabeled
DSC1,,unlabeled
DSC2,,unlabeled
DSC3,,unlabeled
DSCAM,,unlabeled
DSCAML1,,unlabeled
DSCC1,,unlabeled
DSE,,unlabeled
DSEL,,unlabeled
DSG1,,unlabeled
DSG2,,unlabeled
DSG3,,unlabeled
DSG4,,unlabeled
DSN1,,unlabeled
DSP,,unlabeled
DSPP,,unlabeled
DST,,unlabeled
DSTN,,unlabeled
DSTYK,,unlabeled
DTD1,,unlabeled
DTD2,,unlabeled
DTHD1,,unlabeled
DTL,,unlabeled
DTNA,,unlabeled
DTNB,,unlabeled
DTNBP1,,unlabeled
DTWD1,,unlabeled
DTWD2,,unlabeled
DTX1,,unlabeled
DTX2,,unlabeled
DTX3,,unlabeled
DTX3L,,unlabeled
DTX4,,unlabeled
DTYMK,,unlabeled
DUOX1,,unlabeled
DUOX2,,unlabeled
DUOXA1,,unlabeled
DUOXA2,,unlabeled
DUS1L,,unlabeled
DUS2,,unlabeled
DUS3L,,unlabeled
DUS4L,,unlabeled
DUS4L-BCAP29,,unlabeled
DUSP1,,unlabeled
DUSP10,,unlabeled
DUSP11,,unlabeled
DUSP12,,unlabeled
DUSP13B,,unlabeled
DUSP14,,unlabeled
DUSP15,,unlabeled
DUSP16,,unlabeled
DUSP18,,unlabeled
DUSP19,,unlabeled
DUSP2,,unlabeled
DUSP21,,unlabeled
DUSP22,,unlabeled
DUSP23,,unlabeled
DUSP26,,unlabeled
DUSP28,,unlabeled
DUSP29,,unlabeled
DUSP3,,unlabeled
DUSP4,,unlabeled
DUSP5,,unlabeled
DUSP6,,unlabeled
DUSP7,,unlabeled
DUSP8,,unlabeled
DUSP9,,unlabeled
DUT,,unlabeled
DUX4,,unlabeled
DUXA,,unlabeled
DUXB,,unlabeled
DVL1,,unlabeled
DVL2,,unlabeled
DVL3,,unlabeled
DXO,,unlabeled
DYDC1,,unlabeled
DYDC2,,unlabeled
DYM,,unlabeled
DYNAP,,unlabeled
DYNC1H1,,unlabeled
DYNC1I1,,unlabeled
DYNC1I2,,unlabeled
DYNC1LI1,,unlabeled
DYNC1LI2,,unlabeled
DYNC2H1,,unlabeled
DYNC2I1,,unlabeled
DYNC2I2,,unlabeled
DYNC2LI1,,unlabeled
DYNLL1,,unlabeled
DYNLL2,,unlabeled
DYNLRB1,,unlabeled
DYNLRB2,,unlabeled
DYNLT1,,unlabeled
DYNLT2,,unlabeled
DYNLT2B,,unlabeled
DYNLT3,,unlabeled
DYNLT4,,unlabeled
DYNLT5,,unlabeled
DYRK1A,,unlabeled
DYRK1B,,unlabeled
DYRK2,,unlabeled
DYRK3,,unlabeled
DYRK4,,unlabeled
DYSF,,unlabeled
DYTN,,unlabeled
DZANK1,,unlabeled
DZIP1,,unlabeled
DZIP1L,,unlabeled
DZIP3,,unlabeled
E2F1,,unlabeled
E2F2,,unlabeled
E2F3,,unlabeled
E2F4,,unlabeled
E2F5,,unlabeled
E2F6,,unlabeled
E2F7,,unlabeled
E2F8,,unlabeled
E4F1,,unlabeled
EAF1,,unlabeled
EAF2,,unlabeled
EAPP,,unlabeled
EARS2,,unlabeled
EBAG9,,unlabeled
EBF1,,unlabeled
EBF2,,unlabeled
EBF3,,unlabeled
EBF4,,unlabeled
EBI3,,unlabeled
EBLN1,,unlabeled
EBLN2,,unlabeled
EBNA1BP2,,unlabeled
EBP,,unlabeled
EBPL,,unlabeled
ECD,,unlabeled
ECE1,,unlabeled
ECE2,,unlabeled
ECEL1,,unlabeled
ECH1,,unlabeled
ECHDC1,,unlabeled
ECHDC2,,unlabeled
ECHDC3,,unlabeled
ECHS1,,unlabeled
ECI1,,unlabeled
ECI2,,unlabeled
ECM1,,unlabeled
ECM2,,unlabeled
ECPAS,,unlabeled
ECRG4,,unlabeled
ECSCR,,unlabeled
ECSIT,,unlabeled
ECT2,,unlabeled
ECT2L,,unlabeled
EDA,,unlabeled
EDA2R,,unlabeled
EDAR,,unlabeled
EDARADD,,unlabeled
EDC3,,unlabeled
EDC4,,unlabeled
EDDM13,,unlabeled
EDDM3A,,unlabeled
EDDM3B,,unlabeled
EDEM1,,unlabeled
EDEM2,,unlabeled
EDEM3,,unlabeled
EDF1,,unlabeled
EDIL3,,unlabeled
EDN1,,unlabeled
EDN2,,unlabeled
EDN3,,unlabeled
EDNRA,Approved,P
EDNRB,Approved,P
EDRF1,,unlabeled
EEA1,,unlabeled
EED,,unlabeled
EEF1A1,,unlabeled
EEF1A2,Phase 3,trial_heldout
EEF1AKMT1,,unlabeled
EEF1AKMT2,,unlabeled
EEF1AKMT3,,unlabeled
EEF1AKMT4,,unlabeled
EEF1AKMT4-ECE2,,unlabeled
EEF1B2,,unlabeled
EEF1D,,unlabeled
EEF1E1,,unlabeled
EEF1E1-BLOC1S5,,unlabeled
EEF1G,,unlabeled
EEF2,Approved,P
EEF2K,,unlabeled
EEF2KMT,,unlabeled
EEFSEC,,unlabeled
EEPD1,,unlabeled
CLXN,,unlabeled
EFCAB10,,unlabeled
EFCAB11,,unlabeled
EFCAB12,,unlabeled
EFCAB13,,unlabeled
EFCAB14,,unlabeled
DRC8,,unlabeled
EFCAB3,,unlabeled
EFCAB5,,unlabeled
EFCAB6,,unlabeled
EFCAB7,,unlabeled
EFCAB8,,unlabeled
EFCAB9,,unlabeled
EFCC1,,unlabeled
EFEMP1,,unlabeled
EFEMP2,,unlabeled
EFHB,,unlabeled
EFHC1,,unlabeled
EFHC2,,unlabeled
EFHD1,,unlabeled
EFHD2,,unlabeled
EFL1,,unlabeled
EFNA1,,unlabeled
EFNA2,,unlabeled
EFNA3,,unlabeled
EFNA4,,unlabeled
EFNA5,,unlabeled
EFNB1,,unlabeled
EFNB2,Phase 2,trial_heldout
EFNB3,,unlabeled
EFR3A,,unlabeled
EFR3B,,unlabeled
EFS,,unlabeled
EFTUD2,,unlabeled
EGF,,unlabeled
EGFL6,,unlabeled
EGFL7,,unlabeled
EGFL8,,unlabeled
EGFLAM,,unlabeled
EGFR,Phase 3,trial_heldout
EGLN1,,unlabeled
EGLN2,,unlabeled
EGLN3,,unlabeled
EGR1,,unlabeled
EGR2,,unlabeled
EGR3,,unlabeled
EGR4,,unlabeled
EHBP1,,unlabeled
EHBP1L1,,unlabeled
EHD1,,unlabeled
EHD2,,unlabeled
EHD3,,unlabeled
EHD4,,unlabeled
EHF,,unlabeled
EHHADH,,unlabeled
EHMT1,,unlabeled
EHMT2,,unlabeled
EI24,,unlabeled
EID1,,unlabeled
EID2,,unlabeled
EID2B,,unlabeled
EID3,,unlabeled
EIF1,,unlabeled
EIF1AD,,unlabeled
EIF1AX,,unlabeled
EIF1AY,,unlabeled
EIF1B,,unlabeled
EIF2A,,unlabeled
EIF2AK1,,unlabeled
EIF2AK2,,unlabeled
EIF2AK3,,unlabeled
EIF2AK4,,unlabeled
EIF2B1,,unlabeled
EIF2B2,,unlabeled
EIF2B3,,unlabeled
EIF2B4,,unlabeled
EIF2B5,,unlabeled
EIF2D,,unlabeled
EIF2S1,,unlabeled
EIF2S2,,unlabeled
EIF2S3,,unlabeled
EIF2S3B,,unlabeled
EIF3A,,unlabeled
EIF3B,,unlabeled
EIF3C,,unlabeled
EIF3CL,,unlabeled
EIF3D,,unlabeled
EIF3E,,unlabeled
EIF3F,,unlabeled
EIF3G,,unlabeled
EIF3H,,unlabeled
EIF3I,,unlabeled
EIF3J,,unlabeled
EIF3K,,unlabeled
EIF3L,,unlabeled
EIF3M,,unlabeled
EIF4A1,,unlabeled
EIF4A2,,unlabeled
EIF4A3,,unlabeled
EIF4B,,unlabeled
EIF4E,,unlabeled
EIF4E1B,,unlabeled
EIF4E2,,unlabeled
EIF4E3,,unlabeled
EIF4EBP1,,unlabeled
EIF4EBP2,,unlabeled
EIF4EBP3,,unlabeled
EIF4ENIF1,,unlabeled
EIF4G1,,unlabeled
EIF4G2,,unlabeled
EIF4G3,,unlabeled
EIF4H,,unlabeled
EIF5,,unlabeled
EIF5A,,unlabeled
EIF5A2,,unlabeled
EIF5AL1,,unlabeled
EIF5B,,unlabeled
EIF6,,unlabeled
EIPR1,,unlabeled
ELAC1,,unlabeled
ELAC2,,unlabeled
ELANE,Phase 3,trial_heldout
ELAPOR1,,unlabeled
ELAPOR2,,unlabeled
ELAVL1,,unlabeled
ELAVL2,,unlabeled
ELAVL3,,unlabeled
ELAVL4,,unlabeled
ELF1,,unlabeled
ELF2,,unlabeled
ELF3,,unlabeled
ELF4,,unlabeled
ELF5,,unlabeled
ELFN1,,unlabeled
ELFN2,,unlabeled
ELK1,,unlabeled
ELK3,,unlabeled
ELK4,,unlabeled
ELL,,unlabeled
ELL2,,unlabeled
ELL3,,unlabeled
ELMO1,,unlabeled
ELMO2,,unlabeled
ELMO3,,unlabeled
ELMOD1,,unlabeled
ELMOD2,,unlabeled
ELMOD3,,unlabeled
ELN,,unlabeled
ELOA,,unlabeled
ELOA2,,unlabeled
ELOA3CP,,unlabeled
ELOB,,unlabeled
ELOC,,unlabeled
ELOF1,,unlabeled
ELOVL1,,unlabeled
ELOVL2,,unlabeled
ELOVL3,,unlabeled
ELOVL4,,unlabeled
ELOVL5,,unlabeled
ELOVL6,,unlabeled
ELOVL7,,unlabeled
ELP1,,unlabeled
ELP2,,unlabeled
ELP3,,unlabeled
ELP4,,unlabeled
ELP5,,unlabeled
ELP6,,unlabeled
ELSPBP1,,unlabeled
EMB,,unlabeled
EMC1,,unlabeled
EMC10,,unlabeled
EMC2,,unlabeled
EMC3,,unlabeled
EMC4,,unlabeled
EMC6,,unlabeled
EMC7,,unlabeled
EMC8,,unlabeled
EMC9,,unlabeled
EMCN,,unlabeled
EMD,,unlabeled
EME1,,unlabeled
EME2,,unlabeled
EMG1,,unlabeled
EMID1,,unlabeled
EMILIN1,,unlabeled
EMILIN2,,unlabeled
EMILIN3,,unlabeled
EML1,,unlabeled
EML2,,unlabeled
EML3,,unlabeled
EML4,Phase 2,trial_heldout
EML5,,unlabeled
EML6,,unlabeled
EMP1,,unlabeled
EMP2,,unlabeled
EMP3,,unlabeled
EMSY,,unlabeled
EMX1,,unlabeled
EMX2,,unlabeled
EN1,,unlabeled
EN2,,unlabeled
ENAH,,unlabeled
