gene	gene_id	chromosome	lof.oe_ci.upper	mis.z_score	IEI	gwas_score	gene_burden_score									
ARLN	ENSG00000164096	chr4	1.56E+00	-1.42E-01	0	0.112673	0									
C4orf33	ENSG00000151470	chr4	1.19E+00	5.36E-01	0	0.228335	0									
C4orf36	ENSG00000163633	chr4	1.49E+00	-1.14E-01	0	0.147591	0									
SPMIP2	ENSG00000164123	chr4	1.62E+00	-1.72E-01	0	0.047949	0									
C4orf46	ENSG00000205208	chr4	1.59E+00	-4.29E-01	0	0	0									
CFAP96	ENSG00000205129	chr4	1.34E+00	6.16E-01	0	0	0									
NICOL1	ENSG00000243449	chr4	1.88E+00	-1.70E+00	0	0	0									
C4orf50	ENSG00000181215	chr4	1.25E+00	-1.31E+00	0	0.096103	0									
C4orf51	ENSG00000237136	chr4	1.39E+00	-3.42E-01	0	0	0									
C4orf54	ENSG00000248713	chr4	1.03E+00	-1.62E+00	0	0	0									
C5	ENSG00000106804	chr9	7.36E-01	2.59E+00	1	0.06794	0									
C5AR1	ENSG00000197405	chr19	3.77E+00	8.83E-01	0	0	0									
C5AR2	ENSG00000134830	chr19	NA	1.87E-01	0	0	0									
C5orf15	ENSG00000113583	chr5	9.53E-01	2.96E-01	0	0.089126	0									
C5orf22	ENSG00000082213	chr5	9.76E-01	6.70E-01	0	0	0									
C5orf24	ENSG00000181904	chr5	9.33E-01	1.85E+00	0	0	0									
C5orf34	ENSG00000172244	chr5	1.13E+00	4.25E-02	0	0	0									
C5orf46	ENSG00000178776	chr5	1.76E+00	4.00E-01	0	0.384284	0									
C5orf47	ENSG00000185056	chr5	1.41E+00	-6.52E-01	0	0.136212	0									
CFAP90	ENSG00000215217	chr5	1.67E+00	-1.02E-01	0	0.530972	0									
RIMOC1	ENSG00000205765	chr5	7.90E-01	5.53E-01	0	0.146899	0									
C5orf52	ENSG00000187658	chr5	1.38E+00	2.07E-01	0	0	0									
C5orf58	ENSG00000234511	chr5	2.18E+00	-1.90E-01	0	0	0									
C5orf63	ENSG00000164241	chr5	2.01E+00	3.65E-01	0	0	0									
C6	ENSG00000039537	chr5	1.06E+00	-1.25E+00	1	0	0									
C6orf118	ENSG00000112539	chr6	1.26E+00	-1.10E+00	0	0.312162	0									
C6orf120	ENSG00000185127	chr6	NA	-1.23E+00	0	0.036223	0									
C6orf132	ENSG00000188112	chr6	8.49E-01	6.59E-01	0	0.039843	0									
C6orf136	ENSG00000204564	chr6	8.98E-01	6.80E-01	0	0	0									
C6orf141	ENSG00000197261	chr6	NA	-5.86E-01	0	0.050407	0									
C6orf15	ENSG00000204542	chr6	3.78E+00	1.16E+00	0	0	0									
C6orf163	ENSG00000203872	chr6	1.11E+00	1.02E+00	0	0	0									
PEX39	ENSG00000221821	chr6	NA	-9.44E-01	0	0	0									
C6orf47	ENSG00000204439	chr6	8.49E-01	9.82E-01	0	0	0									
C6orf52	ENSG00000137434	chr6	1.46E+00	5.16E-01	0	0	0									
C6orf58	ENSG00000184530	chr6	1.10E+00	4.23E-01	0	0.431712	0									
C6orf62	ENSG00000112308	chr6	9.06E-01	2.06E+00	0	0.032198	0									
C6orf89	ENSG00000198663	chr6	9.72E-01	7.65E-01	0	0	0									
C7	ENSG00000112936	chr5	9.51E-01	-7.89E-01	1	0.195317	0									
C7orf25	ENSG00000136197	chr7	8.57E-01	1.71E+00	0	0	0									
INTS15	ENSG00000146576	chr7	3.62E-01	-2.36E+00	0	0.077383	0									
SPMIP4	ENSG00000153790	chr7	1.02E+00	1.93E-02	0	0.083884	0									
C7orf33	ENSG00000170279	chr7	1.72E+00	9.57E-01	0	0.61911	0									
CHLSN	ENSG00000146540	chr7	1.15E+00	-1.01E+00	0	0.649968	0									
C7orf57	ENSG00000164746	chr7	1.13E+00	3.65E-01	0	0	0									
SPACDR	ENSG00000185955	chr7	6.52E-01	1.04E+00	0	0	0									
C8A	ENSG00000157131	chr1	1.26E+00	-9.05E-01	1	0.438288	0									
C8B	ENSG00000021852	chr1	1.27E+00	-1.03E+00	1	0.04006	0									
C8G	ENSG00000176919	chr9	1.71E+00	-8.51E-01	1	0	0									
C8orf33	ENSG00000182307	chr8	1.49E+00	-1.85E+00	0	0.371461	0									
C8orf34	ENSG00000165084	chr8	1.17E+00	-1.44E-01	0	0.485147	0									
C8orf44-SGK3	ENSG00000288602	chr8	8.75E-01	1.72E+00	0	0	0									
C8orf48	ENSG00000164743	chr8	NA	-4.85E+00	0	0.40328	0									
C8orf58	ENSG00000241852	chr8	1.14E+00	-1.11E+00	0	0	0									
C8orf74	ENSG00000171060	chr8	1.78E+00	-3.22E+00	0	0	0									
C8orf76	ENSG00000189376	chr8	1.54E+00	-3.93E-01	0	0	0									
C8orf82	ENSG00000213563	chr8	2.24E+00	-1.69E+00	0	0	0									
C8orf88	ENSG00000253250	chr8	1.19E+00	6.87E-01	0	0	0									
C8orf89	ENSG00000274443	chr8	1.39E+00	1.09E-01	0	0	0									
C9	ENSG00000113600	chr5	1.19E+00	-1.22E+00	1	0	0									
PIERCE1	ENSG00000160345	chr9	1.49E+00	2.71E-01	0	0	0									
SPATA31G1	ENSG00000174038	chr9	1.67E+00	-9.45E-01	0	0	0									
CFAP95	ENSG00000204711	chr9	1.21E+00	-5.81E-01	0	0	0									
C9orf152	ENSG00000188959	chr9	1.70E+00	-1.72E-01	0	0.038043	0									
C9orf153	ENSG00000187753	chr9	1.89E+00	1.20E-01	0	0.082728	0									
SPMIP6	ENSG00000164972	chr9	8.70E-01	-3.75E-02	0	0.290695	0									
C9orf40	ENSG00000135045	chr9	8.01E-01	3.25E-01	0	0.134821	0									
C9orf43	ENSG00000157653	chr9	9.76E-01	3.96E-01	0	0	0									
C9orf50	ENSG00000179058	chr9	1.04E+00	8.27E-01	0	0	0									
C9orf57	ENSG00000204669	chr9	1.51E+00	7.28E-01	0	0	0									
QNG1	ENSG00000165118	chr9	1.17E+00	3.15E-01	0	0.080806	0									
C9orf72	ENSG00000147894	chr9	1.10E+00	-6.49E-01	0	0	0									
C9orf78	ENSG00000136819	chr9	7.45E-01	1.77E+00	0	0	0									
C9orf85	ENSG00000155621	chr9	1.63E+00	4.42E-01	0	0	0									
CA1	ENSG00000133742	chr8	1.29E+00	-5.93E-01	0	0	0									
CA10	ENSG00000154975	chr17	4.95E-01	1.26E+00	0	0.58075	0									
CA11	ENSG00000063180	chr19	7.40E-01	1.83E+00	0	0.172738	0									
CA12	ENSG00000074410	chr15	1.02E+00	3.08E-01	0	0.506745	0									
CA13	ENSG00000185015	chr8	9.59E-01	9.35E-02	0	0	0									
CA14	ENSG00000118298	chr1	1.16E+00	3.19E-01	0	0	0									
CA2	ENSG00000104267	chr8	1.17E+00	3.54E-01	0	0	0									
CA3	ENSG00000164879	chr8	1.14E+00	7.88E-01	0	0	0									
CA4	ENSG00000167434	chr17	9.78E-01	5.76E-02	0	0	0									
CA5A	ENSG00000174990	chr16	1.03E+00	-9.42E-01	0	0	0									
CA5B	ENSG00000169239	chrX	9.99E-01	4.34E-01	0	0	0									
CA6	ENSG00000131686	chr1	1.07E+00	1.08E-01	0	0.031788	0									
CA7	ENSG00000168748	chr16	6.59E-01	3.10E+00	0	0	0									
CA8	ENSG00000178538	chr8	7.58E-01	1.88E+00	0	0.446206	0									
CA9	ENSG00000107159	chr9	1.07E+00	1.30E-01	0	0	0									
CAAP1	ENSG00000120159	chr9	8.55E-01	-1.76E+00	0	0.255821	0									
CAB39	ENSG00000135932	chr2	3.61E-01	2.79E+00	0	0	0									
CAB39L	ENSG00000102547	chr13	8.34E-01	5.58E-01	0	0	0									
CABCOCO1	ENSG00000183346	chr10	1.07E+00	-4.08E-01	0	0.461084	0									
CABIN1	ENSG00000099991	chr22	6.75E-01	3.55E+00	0	0	0									
CABLES1	ENSG00000134508	chr18	8.23E-01	1.03E+00	0	0	0									
CABLES2	ENSG00000149679	chr20	1.04E+00	8.54E-01	0	0	0									
CABP1	ENSG00000157782	chr12	7.44E-01	2.61E+00	0	0	0									
CABP2	ENSG00000167791	chr11	1.22E+00	5.25E-02	0	0	0									
CABP4	ENSG00000175544	chr11	1.33E+00	-6.11E-01	0	0	0									
CABP5	ENSG00000105507	chr19	1.17E+00	-2.15E-03	0	0	0									
CABP7	ENSG00000100314	chr22	8.96E-01	1.18E+00	0	0	0									
CABS1	ENSG00000145309	chr4	NA	-7.07E-01	0	0.368624	0									
CABYR	ENSG00000154040	chr18	1.16E+00	5.35E-01	0	0	0									
CACFD1	ENSG00000160325	chr9	1.69E+00	-8.00E-01	0	0	0									
CACHD1	ENSG00000158966	chr1	6.24E-01	2.50E+00	0	0.244361	0									
CACNA1A	ENSG00000141837	chr19	2.71E-01	7.41E+00	0	0	0									
CACNA1B	ENSG00000148408	chr9	3.45E-01	6.26E+00	0	0.047558	0									
CACNA1C	ENSG00000151067	chr12	1.78E-01	9.49E+00	0	0.61618	0									
CACNA1D	ENSG00000157388	chr3	2.68E-01	7.34E+00	0	0	0									
CACNA1E	ENSG00000198216	chr1	2.01E-01	9.02E+00	0	0	0									
CACNA1F	ENSG00000102001	chrX	5.10E-01	2.49E+00	0	0	0									
CACNA1G	ENSG00000006283	chr17	3.74E-01	6.39E+00	0	0	0									
CACNA1H	ENSG00000196557	chr16	8.87E-01	-6.08E+00	0	0.252318	0									
CACNA1I	ENSG00000100346	chr22	4.45E-01	6.03E+00	0	0	0									
CACNA1S	ENSG00000081248	chr1	7.04E-01	6.39E-01	0	0.097142	0									
CACNA2D1	ENSG00000153956	chr7	3.89E-01	4.69E+00	0	0.566575	0									
CACNA2D2	ENSG00000007402	chr3	3.67E-01	3.50E+00	0	0	0									
CACNA2D3	ENSG00000157445	chr3	4.63E-01	1.85E+00	0	0.47897	0									
CACNA2D4	ENSG00000151062	chr12	1.09E+00	7.75E-01	0	0.041742	0									
CACNB1	ENSG00000067191	chr17	5.52E-01	2.69E+00	0	0	0									
CACNB2	ENSG00000165995	chr10	7.41E-01	-1.27E+00	0	0.398416	0									
CACNB3	ENSG00000167535	chr12	7.46E-01	2.61E+00	0	0	0									
CACNB4	ENSG00000182389	chr2	6.04E-01	3.08E+00	0	0.099996	0									
CACNG1	ENSG00000108878	chr17	1.37E+00	4.28E-01	0	0.07555	0									
CACNG2	ENSG00000166862	chr22	3.00E-01	1.88E+00	0	0	0									
CACNG3	ENSG00000006116	chr16	2.72E-01	3.74E+00	0	0.450524	0									
CACNG4	ENSG00000075461	chr17	6.31E-01	1.97E+00	0	0	0									
CACNG5	ENSG00000075429	chr17	1.08E+00	4.20E-01	0	0	0									
CACNG6	ENSG00000130433	chr19	1.26E+00	2.93E-01	0	0	0									
CACNG7	ENSG00000105605	chr19	5.96E-01	1.82E+00	0	0	0									
CACNG8	ENSG00000142408	chr19	3.90E-01	2.36E+00	0	0.07101	0									
CACTIN	ENSG00000105298	chr19	3.42E-01	2.81E+00	0	0	0									
CACUL1	ENSG00000151893	chr10	4.58E-01	9.91E-01	0	0	0									
CACYBP	ENSG00000116161	chr1	6.14E-01	2.58E+00	0	0.396531	0									
CAD	ENSG00000084774	chr2	4.11E-01	6.05E+00	0	0.314827	0									
CADM1	ENSG00000182985	chr11	4.35E-01	3.06E+00	0	0.490672	0									
CADM2	ENSG00000175161	chr3	3.91E-01	2.20E+00	0	0.250884	0									
CADM3	ENSG00000162706	chr1	4.06E-01	1.62E+00	0	0	0									
CADM4	ENSG00000105767	chr19	4.71E-01	1.99E+00	0	0	0									
CADPS	ENSG00000163618	chr3	4.25E-01	3.32E+00	0	0.053476	0									
CADPS2	ENSG00000081803	chr7	6.41E-01	1.57E+00	0	0.407763	0									
CAGE1	ENSG00000164304	chr6	8.54E-01	1.18E+00	0	0	0									
CALB1	ENSG00000104327	chr8	5.21E-01	1.88E+00	0	0	0									
CALB2	ENSG00000172137	chr16	9.86E-01	-1.09E-01	0	0	0									
CALCA	ENSG00000110680	chr11	1.33E+00	1.38E-01	0	0	0									
CALCB	ENSG00000175868	chr11	1.34E+00	-4.53E-01	0	0	0									
CALCOCO1	ENSG00000012822	chr12	6.56E-01	2.09E+00	0	0.148731	0									
CALCOCO2	ENSG00000136436	chr17	8.70E-01	1.11E+00	0	0.061731	0									
CALCR	ENSG00000004948	chr7	1.01E+00	5.44E-01	0	0	0									
CALCRL	ENSG00000064989	chr2	6.17E-01	2.14E+00	0	0.058774	0									
CALD1	ENSG00000122786	chr7	4.42E-01	1.39E+00	0	0.424051	0									
CALHM1	ENSG00000185933	chr10	1.23E+00	7.35E-01	0	0.066623	0									
CALHM2	ENSG00000138172	chr10	1.31E+00	5.04E-01	0	0.030935	0									
CALHM3	ENSG00000183128	chr10	1.15E+00	-6.66E-01	0	0.080401	0									
CALHM4	ENSG00000164451	chr6	1.82E+00	6.80E-01	0	0.061679	0									
CALHM5	ENSG00000178033	chr6	1.22E+00	1.02E-01	0	0	0									
CALHM6	ENSG00000188820	chr6	1.82E+00	-2.69E-01	0	0.523015	0									
CALM1	ENSG00000198668	chr14	3.01E-01	5.05E+00	0	0	0									
CALM2	ENSG00000143933	chr2	3.18E-01	4.49E+00	0	0.270408	0									
CALM3	ENSG00000160014	chr19	5.23E-01	4.17E+00	0	0.038038	0									
CALML3	ENSG00000178363	chr10	NA	4.69E-01	0	0.070491	0									
CALML4	ENSG00000129007	chr15	1.36E+00	-2.51E-01	0	0	0									
CALML5	ENSG00000178372	chr10	NA	-1.19E-02	0	0	0									
CALML6	ENSG00000169885	chr1	1.49E+00	-1.76E-01	0	0	0									
CALN1	ENSG00000183166	chr7	8.33E-01	1.45E+00	0	0	0									
CALR	ENSG00000179218	chr19	4.52E-01	9.93E-01	0	0	0.506394									
CALR3	ENSG00000269058	chr19	1.05E+00	5.02E-01	0	0	0									
CALU	ENSG00000128595	chr7	5.51E-01	2.36E+00	0	0	0									
CALY	ENSG00000130643	chr10	1.14E+00	8.41E-01	0	0	0									
CAMK1	ENSG00000134072	chr3	1.04E+00	2.99E-01	0	0	0									
CAMK1D	ENSG00000183049	chr10	3.29E-01	3.81E+00	0	0.537258	0									
CAMK1G	ENSG00000008118	chr1	6.79E-01	1.39E+00	0	0	0									
CAMK2A	ENSG00000070808	chr5	1.66E-01	7.25E+00	0	0.598856	0									
CAMK2B	ENSG00000058404	chr7	3.98E-01	4.67E+00	0	0	0									
CAMK2D	ENSG00000145349	chr4	5.80E-01	3.41E+00	0	0.628378	0									
CAMK2G	ENSG00000148660	chr10	3.67E-01	4.65E+00	0	0.736973	0									
CAMK2N1	ENSG00000162545	chr1	9.80E-01	1.25E+00	0	0	0									
CAMK2N2	ENSG00000163888	chr3	9.95E-01	9.59E-01	0	0	0									
CAMK4	ENSG00000152495	chr5	6.99E-01	1.56E+00	0	0.601864	0									
CAMKK1	ENSG00000004660	chr17	4.58E-01	1.17E+00	0	0	0									
CAMKK2	ENSG00000110931	chr12	6.06E-01	2.39E+00	0	0	0									
CAMKMT	ENSG00000143919	chr2	1.39E+00	-5.37E-01	0	0.040563	0									
CAMKV	ENSG00000164076	chr3	2.10E-01	4.84E+00	0	0.207291	0									
CAMLG	ENSG00000164615	chr5	1.13E+00	1.09E-01	0	0	0									
CAMP	ENSG00000164047	chr3	1.34E+00	2.34E-01	0	0	0									
CAMSAP1	ENSG00000130559	chr9	5.03E-01	1.36E+00	0	0.03657	0									
CAMSAP2	ENSG00000118200	chr1	2.47E-01	3.85E+00	0	0.434802	0									
CAMSAP3	ENSG00000076826	chr19	4.02E-01	1.71E+00	0	0	0									
CAMTA1	ENSG00000171735	chr1	2.18E-01	5.42E+00	0	0.601433	0									
CAMTA2	ENSG00000108509	chr17	5.15E-01	2.11E+00	0	0	0									
CAND1	ENSG00000111530	chr12	1.21E-01	5.69E+00	0	0.387644	0									
CAND2	ENSG00000144712	chr3	7.74E-01	1.62E+00	0	0	0									
CANT1	ENSG00000171302	chr17	1.20E+00	8.09E-01	0	0.036878	0									
CANX	ENSG00000127022	chr5	2.89E-01	2.34E+00	0	0	0									
CAP1	ENSG00000131236	chr1	3.13E-01	2.89E+00	0	0	0									
CAP2	ENSG00000112186	chr6	5.85E-01	1.57E+00	0	0.062485	0									
CAPG	ENSG00000042493	chr2	9.64E-01	5.36E-01	0	0	0									
CAPN1	ENSG00000014216	chr11	8.84E-01	1.96E+00	0	0	0									
CAPN10	ENSG00000142330	chr2	1.10E+00	1.06E+00	0	0.088046	0									
CAPN11	ENSG00000137225	chr6	1.20E+00	5.86E-01	0	0	0									
CAPN12	ENSG00000182472	chr19	1.32E+00	-1.87E+00	0	0	0									
CAPN13	ENSG00000162949	chr2	1.09E+00	-6.72E-01	0	0.053914	0									
CAPN14	ENSG00000214711	chr2	1.10E+00	-1.28E-01	0	0.058045	0									
CAPN15	ENSG00000103326	chr16	6.81E-01	-2.32E-02	0	0	0									
CAPN2	ENSG00000162909	chr1	1.07E+00	1.55E+00	0	0	0									
CAPN3	ENSG00000092529	chr15	9.22E-01	5.35E-01	0	0	0									
CAPN5	ENSG00000149260	chr11	9.27E-01	1.41E+00	0	0	0									
CAPN6	ENSG00000077274	chrX	5.28E-01	7.06E-01	0	0	0									
CAPN7	ENSG00000131375	chr3	7.60E-01	9.10E-01	0	0	0									
CAPN8	ENSG00000203697	chr1	1.28E+00	-8.85E-01	0	0	0									
CAPN9	ENSG00000135773	chr1	1.05E+00	2.64E-01	0	0	0									
CAPNS1	ENSG00000126247	chr19	1.10E+00	4.43E-01	0	0	0									
CAPNS2	ENSG00000256812	chr16	1.18E+00	5.54E-01	0	0	0									
CAPRIN1	ENSG00000135387	chr11	3.92E-01	1.18E+00	0	0	0									
CAPRIN2	ENSG00000110888	chr12	6.21E-01	7.44E-01	0	0	0									
CAPS	ENSG00000105519	chr19	1.57E+00	-3.99E-01	0	0	0									
CAPS2	ENSG00000180881	chr12	1.34E+00	-6.86E-01	0	0	0									
CAPSL	ENSG00000152611	chr5	1.20E+00	-7.87E-01	0	0.091402	0									
CAPZA1	ENSG00000116489	chr1	4.16E-01	1.74E+00	0	0	0									
CAPZA2	ENSG00000198898	chr7	4.70E-01	2.19E+00	0	0	0									
CAPZA3	ENSG00000177938	chr12	1.33E+00	-2.53E-01	0	0	0									
CAPZB	ENSG00000077549	chr1	1.65E-01	4.04E+00	0	0.687197	0									
CARD10	ENSG00000100065	chr22	5.43E-01	2.18E+00	0	0	0									
CARD11	ENSG00000198286	chr7	3.66E-01	4.09E+00	1	0.752298	0									
CARD14	ENSG00000141527	chr17	1.13E+00	4.66E-01	1	0.700857	0									
CARD16	ENSG00000204397	chr11	1.21E+00	-5.06E-01	0	0	0									
CARD18	ENSG00000255501	chr11	1.66E+00	-1.18E+00	0	0.353274	0									
CARD19	ENSG00000165233	chr9	1.45E+00	1.73E-01	0	0	0									
CARD6	ENSG00000132357	chr5	1.58E+00	-4.99E-02	0	0.054675	0									
CARD8	ENSG00000105483	chr19	9.37E-01	1.57E+00	0	0	0									
CARD9	ENSG00000187796	chr9	1.01E+00	-4.04E-01	1	0.801758	0									
CARF	ENSG00000138380	chr2	8.67E-01	1.24E+00	0	0	0									
CARHSP1	ENSG00000153048	chr16	1.75E+00	-4.25E+00	0	0.125243	0									
CARM1	ENSG00000142453	chr19	3.01E-01	5.93E+00	0	0.079929	0									
CARMIL1	ENSG00000079691	chr6	6.06E-01	3.00E+00	0	0.794964	0									
CARMIL2	ENSG00000159753	chr16	6.57E-01	1.33E+00	1	0.164073	0									
CARMIL3	ENSG00000186648	chr14	5.81E-01	2.41E+00	0	0	0									
CARNMT1	ENSG00000156017	chr9	7.74E-01	1.73E+00	0	0.049966	0									
CARNS1	ENSG00000172508	chr11	1.02E+00	3.59E-01	0	0	0									
CARS1	ENSG00000110619	chr11	5.75E-01	1.17E+00	0	0	0									
CARS2	ENSG00000134905	chr13	9.52E-01	-4.01E-01	0	0.10494	0									
CARTPT	ENSG00000164326	chr5	9.72E-01	2.51E-01	0	0.215912	0									
CASC3	ENSG00000108349	chr17	5.06E-01	1.38E+00	0	0	0									
CASD1	ENSG00000127995	chr7	5.32E-01	2.42E+00	0	0	0									
CASK	ENSG00000147044	chrX	1.10E-01	5.76E+00	0	0	0									
CASKIN1	ENSG00000167971	chr16	4.62E-01	-5.31E-02	0	0	0									
CASKIN2	ENSG00000177303	chr17	4.97E-01	1.17E+00	0	0	0									
CASP1	ENSG00000137752	chr11	1.02E+00	1.08E-01	0	0	0									
CASP10	ENSG00000003400	chr2	1.10E+00	9.18E-03	1	0.551228	0									
CASP12	ENSG00000204403	chr11	NA	-4.92E-01	0	0	0									
CASP14	ENSG00000105141	chr19	1.31E+00	-2.46E-01	0	0	0									
CASP2	ENSG00000106144	chr7	9.16E-01	1.20E+00	0	0.115226	0									
CASP3	ENSG00000164305	chr4	8.09E-01	1.66E+00	0	0.5422	0									
CASP4	ENSG00000196954	chr11	9.58E-01	2.71E-01	0	0	0									
CASP5	ENSG00000137757	chr11	1.20E+00	3.74E-01	0	0	0									
CASP6	ENSG00000138794	chr4	9.14E-01	7.42E-01	0	0	0									
CASP7	ENSG00000165806	chr10	9.36E-01	8.38E-01	0	0.469731	0									
CASP8	ENSG00000064012	chr2	7.29E-01	1.79E+00	1	0.466196	0									
CASP8AP2	ENSG00000118412	chr6	2.07E-01	5.19E+00	0	0.433312	0									
CASP9	ENSG00000132906	chr1	9.10E-01	-6.92E-01	0	0	0									
CASQ1	ENSG00000143318	chr1	1.05E+00	3.46E-01	0	0.304638	0									
CASQ2	ENSG00000118729	chr1	1.34E+00	-9.09E-02	0	0.060652	0									
CASR	ENSG00000036828	chr3	4.71E-01	5.00E+00	0	0.563847	0									
CASS4	ENSG00000087589	chr20	5.79E-01	1.80E+00	0	0	0									
CAST	ENSG00000153113	chr5	7.69E-01	-8.95E-02	0	0.349315	0									
CASTOR1	ENSG00000239282	chr22	7.91E-01	1.70E+00	0	0.167816	0									
CASTOR2	ENSG00000274070	chr7	4.63E-01	3.62E+00	0	0.359851	0									
CASZ1	ENSG00000130940	chr1	2.84E-01	2.52E+00	0	0.686918	0									
CAT	ENSG00000121691	chr11	9.40E-01	3.08E-01	0	0.033686	0									
CATIP	ENSG00000158428	chr2	1.22E+00	1.34E-01	0	0	0									
CATSPER1	ENSG00000175294	chr11	9.77E-01	1.64E+00	0	0	0									
CATSPER2	ENSG00000166762	chr15	1.02E+00	1.01E+00	0	0	0									
CATSPER3	ENSG00000152705	chr5	8.91E-01	5.68E-01	0	0	0									
CATSPER4	ENSG00000188782	chr1	1.08E+00	6.68E-01	0	0	0									
CATSPERB	ENSG00000133962	chr14	8.61E-01	2.06E+00	0	0.196119	0									
CATSPERD	ENSG00000174898	chr19	1.05E+00	1.44E-01	0	0	0									
CATSPERE	ENSG00000179397	chr1	9.68E-01	9.33E-01	0	0	0									
CATSPERG	ENSG00000099338	chr19	9.26E-01	2.14E+00	0	0	0									
CATSPERZ	ENSG00000219435	chr11	1.39E+00	6.76E-01	0	0	0									
CAV1	ENSG00000105974	chr7	1.03E+00	5.82E-01	0	0	0									
CAV2	ENSG00000105971	chr7	8.48E-01	-5.97E-01	0	0	0									
CAV3	ENSG00000182533	chr3	1.27E+00	9.81E-01	0	0.069822	0									
CAVIN1	ENSG00000177469	chr17	1.01E+00	7.56E-01	0	0.241751	0									
CAVIN2	ENSG00000168497	chr2	1.77E+00	-1.11E-01	0	0	0									
CAVIN3	ENSG00000170955	chr11	2.23E+00	-9.34E-01	0	0.039145	0									
CAVIN4	ENSG00000170681	chr9	9.14E-01	-3.76E-01	0	0	0									
CBARP	ENSG00000099625	chr19	9.29E-01	-2.26E+00	0	0	0									
CBFA2T2	ENSG00000078699	chr20	2.93E-01	2.79E+00	0	0	0									
CBFA2T3	ENSG00000129993	chr16	7.14E-01	-1.55E+00	0	0.583041	0									
CBFB	ENSG00000067955	chr16	5.16E-01	2.02E+00	0	0	0									
CBL	ENSG00000110395	chr11	5.95E-01	1.51E+00	0	0.068082	0									
CBLB	ENSG00000114423	chr3	3.99E-01	1.87E+00	1	0.746671	0									
CBLC	ENSG00000142273	chr19	1.00E+00	-4.98E-01	0	0	0									
CBLIF	ENSG00000134812	chr11	7.52E-01	6.03E-01	0	0	0									
CBLL1	ENSG00000105879	chr7	2.04E-01	1.14E+00	0	0	0									
CBLL2	ENSG00000175809	chrX	NA	-8.73E-02	0	0	0									
CBLN1	ENSG00000102924	chr16	6.62E-01	2.40E+00	0	0.29517	0									
CBLN2	ENSG00000141668	chr18	8.77E-01	1.53E+00	0	0.495641	0									
CBLN3	ENSG00000139899	chr14	1.26E+00	1.42E-01	0	0	0									
CBLN4	ENSG00000054803	chr20	8.80E-01	1.83E+00	0	0	0									
CBR1	ENSG00000159228	chr21	1.71E+00	1.70E-01	0	0.161451	0									
CBR3	ENSG00000159231	chr21	1.88E+00	1.11E+00	0	0.09192	0									
CBR4	ENSG00000145439	chr4	1.50E+00	-3.96E-01	0	0	0									
CBS	ENSG00000160200	chr21	NA	3.73E+00	0	0	0									
CBSL	ENSG00000274276	chr21	9.76E-01	2.84E+00	0	0	0									
ZNG1A	ENSG00000172785	chr9	3.79E-01	4.94E+00	0	0.388625	0									
ZNG1B	ENSG00000136682	chr2	3.66E-01	5.47E+00	0	0.214725	0									
ZNG1C	ENSG00000196873	chr9	5.03E-01	5.00E+00	0	0	0									
ZNG1E	ENSG00000147996	chr9	1.61E-01	7.16E+00	0	0	0									
ZNG1F	ENSG00000215126	chr9	4.77E-01	3.42E+00	0	0	0									
CBX1	ENSG00000108468	chr17	6.76E-01	3.25E+00	0	0.124864	0									
CBX2	ENSG00000173894	chr17	8.67E-01	-3.43E-01	0	0.031596	0									
CBX3	ENSG00000122565	chr7	4.65E-01	3.70E+00	0	0	0									
CBX4	ENSG00000141582	chr17	4.21E-01	1.23E+00	0	0	0									
CBX5	ENSG00000094916	chr12	6.34E-01	3.25E+00	0	0	0									
CBX6	ENSG00000183741	chr22	4.63E-01	1.63E+00	0	0	0									
CBX7	ENSG00000100307	chr22	6.96E-01	1.89E+00	0	0.573526	0									
CBX8	ENSG00000141570	chr17	3.63E-01	4.57E-01	0	0	0									
CBY1	ENSG00000100211	chr22	1.09E+00	3.52E-01	0	0.173709	0									
CBY2	ENSG00000174015	chr13	1.29E+00	-9.00E-01	0	0.230424	0									
CBY3	ENSG00000204659	chr5	4.35E+00	-1.48E+00	0	0	0									
CC2D1A	ENSG00000132024	chr19	6.72E-01	1.25E+00	0	0	0									
CC2D1B	ENSG00000154222	chr1	9.88E-01	-6.08E-01	0	0	0									
CC2D2A	ENSG00000048342	chr4	8.32E-01	9.67E-01	0	0	0									
CC2D2B	ENSG00000188649	chr10	9.19E-01	2.32E+00	0	0	0									
CCAR1	ENSG00000060339	chr10	5.75E-01	4.00E+00	0	0	0									
CCAR2	ENSG00000158941	chr8	2.80E-01	6.34E-01	0	0	0									
CCBE1	ENSG00000183287	chr18	9.74E-01	-2.64E-01	1	0.441783	0									
CCDC102A	ENSG00000135736	chr16	9.38E-01	-1.59E-01	0	0.212963	0									
CCDC102B	ENSG00000150636	chr18	1.58E+00	-9.44E-01	0	0.073027	0									
DNAAF19	ENSG00000167131	chr17	1.33E+00	6.57E-01	0	0	0									
TEKTL1	ENSG00000160994	chr19	1.22E+00	-1.08E+00	0	0	0									
CCDC106	ENSG00000173581	chr19	1.03E+00	1.12E+00	0	0	0									
CCDC107	ENSG00000159884	chr9	1.42E+00	-6.27E-01	0	0	0									
CCDC110	ENSG00000168491	chr4	1.11E+00	1.04E+00	0	0	0									
CCDC112	ENSG00000164221	chr5	7.86E-01	-9.59E-01	0	0.034146	0									
CFAP263	ENSG00000103021	chr16	1.34E+00	6.74E-01	0	0.323873	0									
VMA22	ENSG00000136710	chr2	1.35E+00	-4.62E-01	0	0	0									
